이름,ID/IP,타입,글,조회수,추천,리플,댓글,평균 조회수,조회수 편차율,평균 추천 수,추천 편차율,평균 리플 수,리플 편차율,가중값
JustLoveMemes,dojeonja392,고정,0,0,0,0,4,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.72
ㅇㅇ1(14.33),14.33,비회원,0,0,0,0,8,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.44
No.10,rikorikori,고정,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
존예보스다니엘(many8085),many8085,비고정,0,0,0,0,4,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.72
ㅇㅇ1(118.139),118.139,비회원,0,0,0,0,8,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.44
ㅇㅇ3(121.172),121.172,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(121.67),121.67,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ2(115.23),115.23,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ(next1109),next1109,비고정,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
ㅇㅇ5(121.177),121.177,비회원,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
ㅇㅇ(name5555),name5555,비고정,0,0,0,0,20,0.0,-100.0,0.0,-100.0,0.0,-100.0,3.6
ㅇㅇ2(182.224),182.224,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ4(211.235),211.235,비회원,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
ㅇㅇ3(218.235),218.235,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ2(14.63),14.63,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ3(115.71),115.71,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ5(180.229),180.229,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ4(14.47),14.47,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
대발,original5759,고정,0,0,0,0,8,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.44
ㅇㅇ1(14.47),14.47,비회원,0,0,0,0,6,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.08
ㅇㅇ2(175.198),175.198,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(118.37),118.37,비회원,0,0,0,0,23,0.0,-100.0,0.0,-100.0,0.0,-100.0,4.14
ㅇㅇ(tuna3577),tuna3577,비고정,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
무소유보다더찬란한극빈,bucketnickname,고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
리카(7세),lillollool,고정,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ1(211.236),211.236,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ(urushi5258),urushi5258,비고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(218.54),218.54,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(1.238),1.238,비회원,0,0,0,0,27,0.0,-100.0,0.0,-100.0,0.0,-100.0,4.86
ㅇㅇ1(1.234),1.234,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ2(1.238),1.238,비회원,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
ㅇㅇ(doll1580),doll1580,비고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
"4년에1번오는월드컵알리미,(mature7963)",mature7963,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ3(112.148),112.148,비회원,0,0,0,0,5,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.9
ㅇㅇ3(175.119),175.119,비회원,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
릿수생,rainy4828,고정,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ2(124.62),124.62,비회원,0,0,0,0,8,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.44
ㅇㅇ2(211.185),211.185,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ(phone5107),phone5107,비고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(111.171),111.171,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ2(182.231),182.231,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ2(210.181),210.181,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(14.63),14.63,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(124.62),124.62,비회원,0,0,0,0,43,0.0,-100.0,0.0,-100.0,0.0,-100.0,7.74
ㅇㅇ(182.225),182.225,비고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(118.218),118.218,비회원,0,0,0,0,4,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.72
ㅇㅇ(180.64),180.64,비고정,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ1(210.101),210.101,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(175.127),175.127,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
집밥맛나냐(term9602),term9602,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(180.66),180.66,비회원,0,0,0,0,4,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.72
ㅇㅇ1(112.186),112.186,비회원,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
ㅇㅇ(loudly2251),loudly2251,비고정,0,0,0,0,7,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.26
ㅇㅇ1(175.124),175.124,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ(economic0503),economic0503,비고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ2(115.160),115.160,비회원,0,0,0,0,4,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.72
ㅇㅇ1(218.150),218.150,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
강서구민(spare5304),spare5304,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(147.47),147.47,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ2(1.239),1.239,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
샤구,product5651,고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ(voice4076),voice4076,비고정,0,0,0,0,13,0.0,-100.0,0.0,-100.0,0.0,-100.0,2.34
리오넬 메시(211.235),211.235,비고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(1.239),1.239,비회원,0,0,0,0,4,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.72
ㅇㅇ2(112.150),112.150,비회원,0,0,0,0,4,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.72
ㅇㅇ(magmama1),magmama1,비고정,0,0,0,0,44,0.0,-100.0,0.0,-100.0,0.0,-100.0,7.92
ㅇㅇ(oneself7493),oneself7493,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
절구통루니,anxiety9226,고정,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
ㅇㅇ1(110.14),110.14,비회원,0,0,0,0,6,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.08
ㅇㅇ(blank9519),blank9519,비고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(1.246),1.246,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
하페이최저수수료(innovate9354),innovate9354,비고정,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
헌터샤퍼,modest1147,고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(163.152),163.152,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
우울중독자,unhappy9367,고정,0,0,0,0,4,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.72
ㅇㅇ(first1213),first1213,비고정,0,0,0,0,6,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.08
진댜스(211.253),211.253,비고정,0,0,0,0,4,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.72
min2144(western4943),western4943,비고정,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ1(218.159),218.159,비회원,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
ㅇㅇ2(121.173),121.173,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ(audience2481),audience2481,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ2(211.187),211.187,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ5(112.167),112.167,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
Gg(175.126),175.126,비고정,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
ㅇㅇ1(1.229),1.229,비회원,0,0,0,0,4,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.72
ㅇㅇ1(168.188),168.188,비회원,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
ㅇㅇ(sister6423),sister6423,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ4(211.202),211.202,비회원,0,0,0,0,4,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.72
ㅇㅇ1(218.156),218.156,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
7times,effect1111,고정,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ1(121.188),121.188,비회원,0,0,0,0,6,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.08
샤하,ultimate9475,고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(211.216),211.216,비회원,0,0,0,0,15,0.0,-100.0,0.0,-100.0,0.0,-100.0,2.7
ㅇㅇ2(121.188),121.188,비회원,0,0,0,0,5,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.9
ㅇㅇ1(211.210),211.210,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(165.246),165.246,비회원,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
입시(112.161),112.161,비고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(210.98),210.98,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ(network9730),network9730,비고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ2(180.231),180.231,비회원,0,0,0,0,5,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.9
ㅇㅇ2(112.133),112.133,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(112.77),112.77,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ1(1.254),1.254,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ8(122.40),122.40,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
메가스터디김성은(218.101),218.101,비고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
물화벌레,physicaterpillar,고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
카리스마작은무자치,cactus3333,고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ(ought6204),ought6204,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(210.91),210.91,비회원,0,0,0,0,4,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.72
자이하르,jaehar22,고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ3(125.185),125.185,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ(idea1777),idea1777,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
맥주한잔(hole8168),hole8168,비고정,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ1(220.116),220.116,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(211.118),211.118,비회원,0,0,0,0,12,0.0,-100.0,0.0,-100.0,0.0,-100.0,2.16
ㅇㅇ(limjeongyun),limjeongyun,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ2(14.33),14.33,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(116.46),116.46,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ4(115.41),115.41,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(203.230),203.230,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ2(180.230),180.230,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ(unify0973),unify0973,비고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(14.56),14.56,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ1(110.8),110.8,비회원,0,0,0,0,19,0.0,-100.0,0.0,-100.0,0.0,-100.0,3.42
ㅇㅇ3(112.167),112.167,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
호날두(hwaseongfist),hwaseongfist,비고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(118.38),118.38,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
요이하(assign0503),assign0503,비고정,0,0,0,0,147,0.0,-100.0,0.0,-100.0,0.0,-100.0,26.46
ㅇㅇ2(112.109),112.109,비회원,0,0,0,0,10,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.8
ㅇㅇ1(115.142),115.142,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ2(211.254),211.254,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(112.147),112.147,비회원,0,0,0,0,7,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.26
리는무위,qualify1575,고정,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ1(211.254),211.254,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(194.233),194.233,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ2(218.55),218.55,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ1(118.42),118.42,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ1(180.67),180.67,비회원,0,0,0,0,6,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.08
ㅇㅇ1(125.180),125.180,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(122.40),122.40,비회원,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
ㅇㅇ1(210.121),210.121,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
그래디언트,oriman72,고정,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
정장만두,bms1234,고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
버육수(come8934),come8934,비고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ4(180.229),180.229,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ6(112.167),112.167,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ7(1.235),1.235,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ8(175.119),175.119,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ15(182.216),182.216,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ16(118.218),118.218,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ17(1.241),1.241,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
붕붕쵸,delivery6709,고정,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
ㅇㅇ18(175.116),175.116,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ(bang0054),bang0054,비고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
이유라거나,swordbang00,고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ25(211.63),211.63,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ26(124.51),124.51,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ29(101.235),101.235,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
나카츠키,qwer12389,고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ(tone7587),tone7587,비고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ31(112.221),112.221,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ32(210.178),210.178,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ33(211.248),211.248,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ34(211.53),211.53,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ37(218.49),218.49,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ41(115.160),115.160,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ(disturb4232),disturb4232,비고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ42(116.46),116.46,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ2(219.251),219.251,비고정,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ43(210.181),210.181,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ44(121.189),121.189,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ45(211.35),211.35,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ(native2045),native2045,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(175.196),175.196,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ3(112.152),112.152,비회원,0,0,0,0,6,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.08
ㅇㅇ1(1.216),1.216,비회원,0,0,0,0,5,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.9
485(115.91),115.91,비고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ2(203.232),203.232,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ2(175.113),175.113,비회원,0,0,0,0,19,0.0,-100.0,0.0,-100.0,0.0,-100.0,3.42
ㅇㅇ3(112.155),112.155,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ4(1.224),1.224,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ5(210.96),210.96,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ9(118.43),118.43,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ11(115.142),115.142,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ13(211.235),211.235,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ14(1.241),1.241,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ16(122.47),122.47,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ17(1.235),1.235,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ18(125.187),125.187,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ4(112.155),112.155,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ(tulip7488),tulip7488,비고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
무샤,folktale4994,고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
부훌라우프,interval6253,고정,0,0,0,0,218,0.0,-100.0,0.0,-100.0,0.0,-100.0,39.24
이유미니,colony4788,고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ2(121.66),121.66,비회원,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
ㅇㅇ2(155.230),155.230,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ1(203.234),203.234,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ3(211.186),211.186,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ2(211.186),211.186,비회원,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
ㅇㅇ3(115.140),115.140,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ(wetland0886),wetland0886,비회원,0,0,0,0,6,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.08
ㅇㅇ3(180.65),180.65,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ2(121.172),121.172,비회원,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
ㅇㅇ(assure2894),assure2894,비고정,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ2(125.185),125.185,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ2(125.241),125.241,비회원,0,0,0,0,9,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.62
ㅇㅇ1(121.176),121.176,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ3(116.126),116.126,비회원,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
ㅇㅇ1(119.17),119.17,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ2(118.139),118.139,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ2(116.45),116.45,비회원,0,0,0,0,8,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.44
ㅇㅇ2(118.221),118.221,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ3(115.137),115.137,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ4(118.45),118.45,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ(nmhun),nmhun,비고정,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ2(123.108),123.108,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(218.38),218.38,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ(203.149),203.149,비고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(125.131),125.131,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
부엉(115.138),115.138,비고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ(kiss2424),kiss2424,비고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(175.112),175.112,비회원,0,0,0,0,6,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.08
Еris,dmm222,고정,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
